id|name|url
7770|Chery_A15|http://dbpedia.org/resource/Chery_A15
7771|Chery_A3|http://dbpedia.org/resource/Chery_A3
7772|Chery_A5|http://dbpedia.org/resource/Chery_A5
7773|Chery_E5|http://dbpedia.org/resource/Chery_E5
7774|Chery_E8|http://dbpedia.org/resource/Chery_E8
7775|Chery_QQ3|http://dbpedia.org/resource/Chery_QQ3
7776|Chery_Tiggo|http://dbpedia.org/resource/Chery_Tiggo
7777|Chery_V5|http://dbpedia.org/resource/Chery_V5
7778|GMC_B-Series|http://dbpedia.org/resource/GMC_B-Series
7779|Chevrolet_150|http://dbpedia.org/resource/Chevrolet_150
7780|Chevrolet_210|http://dbpedia.org/resource/Chevrolet_210
7781|Chevrolet_2300_engine|http://dbpedia.org/resource/Chevrolet_2300_engine
7782|Chevrolet_400|http://dbpedia.org/resource/Chevrolet_400
7783|Chevrolet_AK_Series|http://dbpedia.org/resource/Chevrolet_AK_Series
7784|Chevrolet_Adra|http://dbpedia.org/resource/Chevrolet_Adra
7785|Chevrolet_Advance_Design|http://dbpedia.org/resource/Chevrolet_Advance_Design
7786|Chevrolet_Aerovette|http://dbpedia.org/resource/Chevrolet_Aerovette
7787|Chevrolet_Agile|http://dbpedia.org/resource/Chevrolet_Agile
7788|Chevrolet_Astro|http://dbpedia.org/resource/Chevrolet_Astro
7789|Chevrolet_Astro_I|http://dbpedia.org/resource/Chevrolet_Astro_I
7790|Chevrolet_Avalanche|http://dbpedia.org/resource/Chevrolet_Avalanche
7791|Chevrolet_Aveo|http://dbpedia.org/resource/Chevrolet_Aveo
7792|Chevrolet_Bel_Air|http://dbpedia.org/resource/Chevrolet_Bel_Air
7793|Chevrolet_Beretta|http://dbpedia.org/resource/Chevrolet_Beretta
7794|Chevrolet_Biscayne|http://dbpedia.org/resource/Chevrolet_Biscayne
7795|Chevrolet_Bolt|http://dbpedia.org/resource/Chevrolet_Bolt
7796|Chevrolet_Brookwood|http://dbpedia.org/resource/Chevrolet_Brookwood
7797|K|http://dbpedia.org/resource/K
7798|Chevrolet_Camaro|http://dbpedia.org/resource/Chevrolet_Camaro
7799|Chevrolet_Camaro_(fifth_generation)|http://dbpedia.org/resource/Chevrolet_Camaro_(fifth_generation)
7800|Chevrolet_Camaro_(first_generation)|http://dbpedia.org/resource/Chevrolet_Camaro_(first_generation)
7801|Chevrolet_Camaro_(fourth_generation)|http://dbpedia.org/resource/Chevrolet_Camaro_(fourth_generation)
7802|Chevrolet_Camaro_(second_generation)|http://dbpedia.org/resource/Chevrolet_Camaro_(second_generation)
7803|Chevrolet_Camaro_(sixth_generation)|http://dbpedia.org/resource/Chevrolet_Camaro_(sixth_generation)
7804|Chevrolet_Camaro_(third_generation)|http://dbpedia.org/resource/Chevrolet_Camaro_(third_generation)
7805|Chevrolet_Caprice|http://dbpedia.org/resource/Chevrolet_Caprice
7806|Chevrolet_Caprice__Sixth_generation__1|http://dbpedia.org/resource/Chevrolet_Caprice__Sixth_generation__1
7807|Chevrolet_Captiva|http://dbpedia.org/resource/Chevrolet_Captiva
7808|Chevrolet_Cavalier|http://dbpedia.org/resource/Chevrolet_Cavalier
7809|Chevrolet_Celebrity|http://dbpedia.org/resource/Chevrolet_Celebrity
7810|Chevrolet_Celta|http://dbpedia.org/resource/Chevrolet_Celta
7811|Chevrolet_Chevelle|http://dbpedia.org/resource/Chevrolet_Chevelle
7812|Chevrolet_Chevelle_Laguna|http://dbpedia.org/resource/Chevrolet_Chevelle_Laguna
7813|Chevrolet_Chevette|http://dbpedia.org/resource/Chevrolet_Chevette
7814|_Nova|http://dbpedia.org/resource/_Nova
7815|_Nova__Chevrolet_NovaFifth_generation__1|http://dbpedia.org/resource/_Nova__Chevrolet_NovaFifth_generation__1
7816|Chevrolet_Chevy_Malibu|http://dbpedia.org/resource/Chevrolet_Chevy_Malibu
7817|Chevrolet_Citation|http://dbpedia.org/resource/Chevrolet_Citation
7818|Chevrolet_Cobalt|http://dbpedia.org/resource/Chevrolet_Cobalt
7819|Chevrolet_Cobalt_SS|http://dbpedia.org/resource/Chevrolet_Cobalt_SS
7820|Chevrolet_Colorado|http://dbpedia.org/resource/Chevrolet_Colorado
7821|Chevrolet_Corsica|http://dbpedia.org/resource/Chevrolet_Corsica
7822|Chevrolet_Corvair|http://dbpedia.org/resource/Chevrolet_Corvair
7823|Chevrolet_Corvair_engine|http://dbpedia.org/resource/Chevrolet_Corvair_engine
7824|Chevrolet_Corvette|http://dbpedia.org/resource/Chevrolet_Corvette
7825|Chevrolet_Corvette_(C1)|http://dbpedia.org/resource/Chevrolet_Corvette_(C1)
7826|Chevrolet_Corvette_(C2)|http://dbpedia.org/resource/Chevrolet_Corvette_(C2)
7827|Chevrolet_Corvette_(C3)|http://dbpedia.org/resource/Chevrolet_Corvette_(C3)
7828|Chevrolet_Corvette_(C4)|http://dbpedia.org/resource/Chevrolet_Corvette_(C4)
7829|Chevrolet_Corvette_(C5)|http://dbpedia.org/resource/Chevrolet_Corvette_(C5)
7830|Chevrolet_Corvette_(C6)|http://dbpedia.org/resource/Chevrolet_Corvette_(C6)
7831|Chevrolet_Corvette_(C7)|http://dbpedia.org/resource/Chevrolet_Corvette_(C7)
7832|Chevrolet_Corvette_C6.R|http://dbpedia.org/resource/Chevrolet_Corvette_C6.R
7833|Chevrolet_Cosworth_Vega|http://dbpedia.org/resource/Chevrolet_Cosworth_Vega
7834|Chevrolet_Cruze|http://dbpedia.org/resource/Chevrolet_Cruze
7835|Chevrolet_D-20|http://dbpedia.org/resource/Chevrolet_D-20
7836|Chevrolet_Delray|http://dbpedia.org/resource/Chevrolet_Delray
7837|Chevrolet_Deluxe|http://dbpedia.org/resource/Chevrolet_Deluxe
7838|Chevrolet_Eagle|http://dbpedia.org/resource/Chevrolet_Eagle
7839|Chevrolet_El_Camino|http://dbpedia.org/resource/Chevrolet_El_Camino
7840|Chevrolet_Equinox|http://dbpedia.org/resource/Chevrolet_Equinox
7841|Chevrolet_Express|http://dbpedia.org/resource/Chevrolet_Express
7842|Chevrolet_Fleetline|http://dbpedia.org/resource/Chevrolet_Fleetline
7843|Chevrolet_Fleetmaster|http://dbpedia.org/resource/Chevrolet_Fleetmaster
7844|Chevrolet_Groove|http://dbpedia.org/resource/Chevrolet_Groove
7845|Chevrolet_HHR|http://dbpedia.org/resource/Chevrolet_HHR
7846|Chevrolet_Impala|http://dbpedia.org/resource/Chevrolet_Impala
7847|Chevrolet_Impala_(fifth_generation)|http://dbpedia.org/resource/Chevrolet_Impala_(fifth_generation)
7848|Chevrolet_Impala_(fourth_generation)|http://dbpedia.org/resource/Chevrolet_Impala_(fourth_generation)
7849|Chevrolet_Inline-4_engine|http://dbpedia.org/resource/Chevrolet_Inline-4_engine
7850|Chevrolet_K5_Blazer|http://dbpedia.org/resource/Chevrolet_K5_Blazer
7851|Chevrolet_Kingswood|http://dbpedia.org/resource/Chevrolet_Kingswood
7852|Chevrolet_Kodiak|http://dbpedia.org/resource/Chevrolet_Kodiak
7853|Chevrolet_Lakewood|http://dbpedia.org/resource/Chevrolet_Lakewood
7854|Chevrolet_Light_Six|http://dbpedia.org/resource/Chevrolet_Light_Six
7855|Chevrolet_Lumina|http://dbpedia.org/resource/Chevrolet_Lumina
7856|Chevrolet_Lumina_APV|http://dbpedia.org/resource/Chevrolet_Lumina_APV
7857|Chevrolet_Malibu|http://dbpedia.org/resource/Chevrolet_Malibu
7858|Chevrolet_Master|http://dbpedia.org/resource/Chevrolet_Master
7859|Chevrolet_Miray|http://dbpedia.org/resource/Chevrolet_Miray
7860|Chevrolet_Montana|http://dbpedia.org/resource/Chevrolet_Montana
7861|Chevrolet_Monte_Carlo|http://dbpedia.org/resource/Chevrolet_Monte_Carlo
7862|Chevrolet_Monza|http://dbpedia.org/resource/Chevrolet_Monza
7863|Chevrolet_Nomad|http://dbpedia.org/resource/Chevrolet_Nomad
7864|Chevrolet_Omega|http://dbpedia.org/resource/Chevrolet_Omega
7865|Chevrolet_Onix|http://dbpedia.org/resource/Chevrolet_Onix
7866|Chevrolet_Orlando|http://dbpedia.org/resource/Chevrolet_Orlando
7867|Chevrolet_Parkwood|http://dbpedia.org/resource/Chevrolet_Parkwood
7868|Chevrolet_S-10|http://dbpedia.org/resource/Chevrolet_S-10
7869|Chevrolet_S-10_Blazer|http://dbpedia.org/resource/Chevrolet_S-10_Blazer
7870|Chevrolet_S-10_EV|http://dbpedia.org/resource/Chevrolet_S-10_EV
7871|Chevrolet_SSR|http://dbpedia.org/resource/Chevrolet_SSR
7872|Chevrolet_SS_(concept_car)|http://dbpedia.org/resource/Chevrolet_SS_(concept_car)
7873|Chevrolet_Sequel|http://dbpedia.org/resource/Chevrolet_Sequel
7874|Chevrolet_Series_490|http://dbpedia.org/resource/Chevrolet_Series_490
7875|Chevrolet_Series_AA_Capitol|http://dbpedia.org/resource/Chevrolet_Series_AA_Capitol
7876|Chevrolet_Series_AB_National|http://dbpedia.org/resource/Chevrolet_Series_AB_National
7877|Chevrolet_Series_AC_International|http://dbpedia.org/resource/Chevrolet_Series_AC_International
7878|Chevrolet_Series_AD_Universal|http://dbpedia.org/resource/Chevrolet_Series_AD_Universal
7879|Chevrolet_Series_AE_Independence|http://dbpedia.org/resource/Chevrolet_Series_AE_Independence
7880|Chevrolet_Series_BA_Confederate|http://dbpedia.org/resource/Chevrolet_Series_BA_Confederate
7881|Chevrolet_Series_C_Classic_Six|http://dbpedia.org/resource/Chevrolet_Series_C_Classic_Six
7882|Chevrolet_Series_D|http://dbpedia.org/resource/Chevrolet_Series_D
7883|Chevrolet_Series_FB|http://dbpedia.org/resource/Chevrolet_Series_FB
7884|Chevrolet_Series_H|http://dbpedia.org/resource/Chevrolet_Series_H
7885|Chevrolet_Series_M_Copper-Cooled|http://dbpedia.org/resource/Chevrolet_Series_M_Copper-Cooled
7886|Chevrolet_Silverado|http://dbpedia.org/resource/Chevrolet_Silverado
7887|Chevrolet_Silverado__LSSV__1|http://dbpedia.org/resource/Chevrolet_Silverado__LSSV__1
7888|Chevrolet_Spark|http://dbpedia.org/resource/Chevrolet_Spark
7889|Chevrolet_Spark__EV__1|http://dbpedia.org/resource/Chevrolet_Spark__EV__1
7890|Chevrolet_Spin|http://dbpedia.org/resource/Chevrolet_Spin
7891|Chevrolet_Standard_Six|http://dbpedia.org/resource/Chevrolet_Standard_Six
7892|Chevrolet_Stylemaster|http://dbpedia.org/resource/Chevrolet_Stylemaster
7893|Chevrolet_Suburban|http://dbpedia.org/resource/Chevrolet_Suburban
7894|Chevrolet_Suburban__LSSV__1|http://dbpedia.org/resource/Chevrolet_Suburban__LSSV__1
7895|Chevrolet_Superior|http://dbpedia.org/resource/Chevrolet_Superior
7896|Chevrolet_Tahoe|http://dbpedia.org/resource/Chevrolet_Tahoe
7897|Chevrolet_Tahoe__LSSV__1|http://dbpedia.org/resource/Chevrolet_Tahoe__LSSV__1
7898|Chevrolet_Task_Force|http://dbpedia.org/resource/Chevrolet_Task_Force
7899|Chevrolet_Tavera|http://dbpedia.org/resource/Chevrolet_Tavera
7900|Chevrolet_Tracker_(Americas)|http://dbpedia.org/resource/Chevrolet_Tracker_(Americas)
7901|Chevrolet_TrailBlazer|http://dbpedia.org/resource/Chevrolet_TrailBlazer
7902|Chevrolet_Traverse|http://dbpedia.org/resource/Chevrolet_Traverse
7903|Chevrolet_Trax|http://dbpedia.org/resource/Chevrolet_Trax
7904|Chevrolet_Trax_(concept_car)|http://dbpedia.org/resource/Chevrolet_Trax_(concept_car)
7905|Chevrolet_Uplander|http://dbpedia.org/resource/Chevrolet_Uplander
7906|Chevrolet_Van|http://dbpedia.org/resource/Chevrolet_Van
7907|Chevrolet_Van__First_Generation__1|http://dbpedia.org/resource/Chevrolet_Van__First_Generation__1
7908|Chevrolet_Van__Second_generation__1|http://dbpedia.org/resource/Chevrolet_Van__Second_generation__1
7909|Chevrolet_Van__Third_generation__1|http://dbpedia.org/resource/Chevrolet_Van__Third_generation__1
7910|Chevrolet_Vega|http://dbpedia.org/resource/Chevrolet_Vega
7911|Chevrolet_Venture|http://dbpedia.org/resource/Chevrolet_Venture
7912|Chevrolet_Volt|http://dbpedia.org/resource/Chevrolet_Volt
7913|Chevrolet_Volt_(second_generation)|http://dbpedia.org/resource/Chevrolet_Volt_(second_generation)
7914|Chevrolet_Yeoman|http://dbpedia.org/resource/Chevrolet_Yeoman
7915|Chevrolet_small-block_engine|http://dbpedia.org/resource/Chevrolet_small-block_engine
7916|Chibuku_Shake_Shake|http://dbpedia.org/resource/Chibuku_Shake_Shake
7917|Chichibu_Railway_1000_series|http://dbpedia.org/resource/Chichibu_Railway_1000_series
7918|Chico_Serra__1981__1|http://dbpedia.org/resource/Chico_Serra__1981__1
7919|Chico_Serra__1982__1|http://dbpedia.org/resource/Chico_Serra__1982__1
7920|Chico_Serra__1982__2|http://dbpedia.org/resource/Chico_Serra__1982__2
7921|Chico_Serra__1983__1|http://dbpedia.org/resource/Chico_Serra__1983__1
7922|China_Railways_CRH2|http://dbpedia.org/resource/China_Railways_CRH2
7923|China_Railways_CRH3|http://dbpedia.org/resource/China_Railways_CRH3
7924|Chiswick_Bitter|http://dbpedia.org/resource/Chiswick_Bitter
7925|Choshi_Electric_Railway_1000_series|http://dbpedia.org/resource/Choshi_Electric_Railway_1000_series
7926|Choshi_Electric_Railway_2000_series|http://dbpedia.org/resource/Choshi_Electric_Railway_2000_series
7927|Christian_Danner__1989__1|http://dbpedia.org/resource/Christian_Danner__1989__1
7928|Christian_Fittipaldi__2014__1|http://dbpedia.org/resource/Christian_Fittipaldi__2014__1
7929|Christian_Fittipaldi__2015__1|http://dbpedia.org/resource/Christian_Fittipaldi__2015__1
7930|Christian_Fittipaldi__2016__1|http://dbpedia.org/resource/Christian_Fittipaldi__2016__1
7931|Chromebook_Pixel|http://dbpedia.org/resource/Chromebook_Pixel
7932|Chromecast|http://dbpedia.org/resource/Chromecast
7933|Chrysler_1.8,_2.0_&_2.4_engine|http://dbpedia.org/resource/Chrysler_1.8,_2.0_&_2.4_engine
7934|Chrysler_180|http://dbpedia.org/resource/Chrysler_180
7935|Chrysler_2.2_&_2.5_engine|http://dbpedia.org/resource/Chrysler_2.2_&_2.5_engine
7936|Chrysler_300|http://dbpedia.org/resource/Chrysler_300
7937|Chrysler_300__First_generation__1|http://dbpedia.org/resource/Chrysler_300__First_generation__1
7938|Chrysler_300__Second_generation__1|http://dbpedia.org/resource/Chrysler_300__Second_generation__1
7939|Chrysler_A57_multibank|http://dbpedia.org/resource/Chrysler_A57_multibank
7940|Chrysler_B_engine|http://dbpedia.org/resource/Chrysler_B_engine
7941|Chrysler_Cirrus|http://dbpedia.org/resource/Chrysler_Cirrus
7942|Chrysler_Crossfire|http://dbpedia.org/resource/Chrysler_Crossfire
7943|Chrysler_ETV-1|http://dbpedia.org/resource/Chrysler_ETV-1
7944|Chrysler_Hemi_engine|http://dbpedia.org/resource/Chrysler_Hemi_engine
7945|Chrysler_Hurricane_engine|http://dbpedia.org/resource/Chrysler_Hurricane_engine
7946|Chrysler_LA_engine|http://dbpedia.org/resource/Chrysler_LA_engine
7947|Chrysler_Natrium|http://dbpedia.org/resource/Chrysler_Natrium
7948|Chrysler_Neon|http://dbpedia.org/resource/Chrysler_Neon
7949|Chrysler_Norseman|http://dbpedia.org/resource/Chrysler_Norseman
7950|Chrysler_Pentastar_engine|http://dbpedia.org/resource/Chrysler_Pentastar_engine
7951|Chrysler_PowerTech_engine|http://dbpedia.org/resource/Chrysler_PowerTech_engine
7952|Chrysler_Sunbeam|http://dbpedia.org/resource/Chrysler_Sunbeam
7953|Chrysler_Town_&_Country|http://dbpedia.org/resource/Chrysler_Town_&_Country
7954|Chrysler_VZ-6|http://dbpedia.org/resource/Chrysler_VZ-6
7955|Chrysler_Voyager|http://dbpedia.org/resource/Chrysler_Voyager
7956|Cierva_C.24|http://dbpedia.org/resource/Cierva_C.24
7957|Circuit_Mont-Tremblant__2007__1|http://dbpedia.org/resource/Circuit_Mont-Tremblant__2007__1
7958|Cirrus_SR20|http://dbpedia.org/resource/Cirrus_SR20
7959|Cirrus_SR22|http://dbpedia.org/resource/Cirrus_SR22
7960|Cirrus_Vision_SF50|http://dbpedia.org/resource/Cirrus_Vision_SF50
7961|Citra_(India)|http://dbpedia.org/resource/Citra_(India)
7962|Citroën_2CV|http://dbpedia.org/resource/Citroën_2CV
7963|Citroën_7U|http://dbpedia.org/resource/Citroën_7U
7964|Citroën_AX|http://dbpedia.org/resource/Citroën_AX
7965|Citroën_Acadiane|http://dbpedia.org/resource/Citroën_Acadiane
7966|Citroën_Ami|http://dbpedia.org/resource/Citroën_Ami
7967|Citroën_Axel|http://dbpedia.org/resource/Citroën_Axel
7968|Citroën_BX|http://dbpedia.org/resource/Citroën_BX
7969|Citroën_Berlingo|http://dbpedia.org/resource/Citroën_Berlingo
7970|Citroën_Bijou|http://dbpedia.org/resource/Citroën_Bijou
7971|Citroën_C-Airplay|http://dbpedia.org/resource/Citroën_C-Airplay
7972|Citroën_C-Crosser|http://dbpedia.org/resource/Citroën_C-Crosser
7973|Citroën_C-Métisse|http://dbpedia.org/resource/Citroën_C-Métisse
7974|Citroën_C1|http://dbpedia.org/resource/Citroën_C1
7975|Citroën_C15|http://dbpedia.org/resource/Citroën_C15
7976|Citroën_C2|http://dbpedia.org/resource/Citroën_C2
7977|Citroën_C3|http://dbpedia.org/resource/Citroën_C3
7978|Citroën_C3_Aircross|http://dbpedia.org/resource/Citroën_C3_Aircross
7979|Citroën_C3_Picasso|http://dbpedia.org/resource/Citroën_C3_Picasso
7980|Citroën_C3__Lumiere__1|http://dbpedia.org/resource/Citroën_C3__Lumiere__1
7981|Citroën_C4|http://dbpedia.org/resource/Citroën_C4
7982|Citroën_C4_Cactus|http://dbpedia.org/resource/Citroën_C4_Cactus
7983|Citroën_C4_Picasso|http://dbpedia.org/resource/Citroën_C4_Picasso
7984|Citroën_C4_Picasso__Citroën_C4_Picasso__1|http://dbpedia.org/resource/Citroën_C4_Picasso__Citroën_C4_Picasso__1
7985|Citroën_C4_Picasso__First_Generation__1|http://dbpedia.org/resource/Citroën_C4_Picasso__First_Generation__1
7986|Citroën_C5|http://dbpedia.org/resource/Citroën_C5
7987|Citroën_C6|http://dbpedia.org/resource/Citroën_C6
7988|Citroën_CX|http://dbpedia.org/resource/Citroën_CX
7989|Citroën_DS|http://dbpedia.org/resource/Citroën_DS
7990|Citroën_DS_Inside|http://dbpedia.org/resource/Citroën_DS_Inside
7991|Citroën_Dyane|http://dbpedia.org/resource/Citroën_Dyane
7992|Citroën_E-Méhari|http://dbpedia.org/resource/Citroën_E-Méhari
7993|Citroën_Elysée|http://dbpedia.org/resource/Citroën_Elysée
7994|Citroën_FAF|http://dbpedia.org/resource/Citroën_FAF
7995|Citroën_GS|http://dbpedia.org/resource/Citroën_GS
7996|Citroën_H_Van|http://dbpedia.org/resource/Citroën_H_Van
7997|Citroën_Hypnos|http://dbpedia.org/resource/Citroën_Hypnos
7998|Citroën_Lacoste|http://dbpedia.org/resource/Citroën_Lacoste
7999|Citroën_M35|http://dbpedia.org/resource/Citroën_M35
8000|Citroën_Metropolis|http://dbpedia.org/resource/Citroën_Metropolis
8001|Citroën_Méhari|http://dbpedia.org/resource/Citroën_Méhari
8002|Citroën_Osée|http://dbpedia.org/resource/Citroën_Osée
8003|Citroën_Revolte|http://dbpedia.org/resource/Citroën_Revolte
8004|Citroën_SM|http://dbpedia.org/resource/Citroën_SM
8005|Citroën_Saxo|http://dbpedia.org/resource/Citroën_Saxo
8006|Citroën_Survolt|http://dbpedia.org/resource/Citroën_Survolt
8007|Citroën_TUB|http://dbpedia.org/resource/Citroën_TUB
8008|Citroën_Technospace|http://dbpedia.org/resource/Citroën_Technospace
8009|Citroën_Traction_Avant|http://dbpedia.org/resource/Citroën_Traction_Avant
8010|Citroën_Type_A|http://dbpedia.org/resource/Citroën_Type_A
8011|Citroën_Type_B10|http://dbpedia.org/resource/Citroën_Type_B10
8012|Citroën_Type_B12|http://dbpedia.org/resource/Citroën_Type_B12
8013|Citroën_Type_B2|http://dbpedia.org/resource/Citroën_Type_B2
8014|Citroën_Type_C|http://dbpedia.org/resource/Citroën_Type_C
8015|Citroën_Visa|http://dbpedia.org/resource/Citroën_Visa
8016|Citroën_XM|http://dbpedia.org/resource/Citroën_XM
8017|Citroën_Xantia|http://dbpedia.org/resource/Citroën_Xantia
8018|Citroën_Xsara|http://dbpedia.org/resource/Citroën_Xsara
8019|Citroën_Xsara_Picasso|http://dbpedia.org/resource/Citroën_Xsara_Picasso
8020|Citroën_ZX|http://dbpedia.org/resource/Citroën_ZX
8021|Citroën_Zabrus|http://dbpedia.org/resource/Citroën_Zabrus
8022|Civia|http://dbpedia.org/resource/Civia
8023|Civil_Air_Department_RG-1_Rohini|http://dbpedia.org/resource/Civil_Air_Department_RG-1_Rohini
8024|Civilian_Coupé|http://dbpedia.org/resource/Civilian_Coupé
8025|Cizeta-Moroder_V16T|http://dbpedia.org/resource/Cizeta-Moroder_V16T
8026|Class_1000_Shinkansen|http://dbpedia.org/resource/Class_1000_Shinkansen
8027|Class_951_Shinkansen|http://dbpedia.org/resource/Class_951_Shinkansen
8028|Class_961_Shinkansen|http://dbpedia.org/resource/Class_961_Shinkansen
8029|Class_962_Shinkansen|http://dbpedia.org/resource/Class_962_Shinkansen
8030|Classic_(transit_bus)|http://dbpedia.org/resource/Classic_(transit_bus)
8031|Claude_Bourbonnais__1996–1997__1|http://dbpedia.org/resource/Claude_Bourbonnais__1996–1997__1
8032|Claude_Bourbonnais__1998__1|http://dbpedia.org/resource/Claude_Bourbonnais__1998__1
8033|Club_(soft_drink)|http://dbpedia.org/resource/Club_(soft_drink)
8034|Coca-Cola|http://dbpedia.org/resource/Coca-Cola
8035|Coca-Cola_Black_Cherry_Vanilla|http://dbpedia.org/resource/Coca-Cola_Black_Cherry_Vanilla
8036|Coca-Cola_BlāK|http://dbpedia.org/resource/Coca-Cola_BlāK
8037|Coca-Cola_C2|http://dbpedia.org/resource/Coca-Cola_C2
8038|Coca-Cola_Cherry|http://dbpedia.org/resource/Coca-Cola_Cherry
8039|Coca-Cola_Citra|http://dbpedia.org/resource/Coca-Cola_Citra
8040|Coca-Cola_Life|http://dbpedia.org/resource/Coca-Cola_Life
8041|Coca-Cola_Light_Sango|http://dbpedia.org/resource/Coca-Cola_Light_Sango
8042|Coca-Cola_Orange|http://dbpedia.org/resource/Coca-Cola_Orange
8043|Coca-Cola_Raspberry|http://dbpedia.org/resource/Coca-Cola_Raspberry
8044|Coca-Cola_Vanilla|http://dbpedia.org/resource/Coca-Cola_Vanilla
8045|Coca-Cola_Zero|http://dbpedia.org/resource/Coca-Cola_Zero
8046|Coca-Cola_with_Lemon|http://dbpedia.org/resource/Coca-Cola_with_Lemon
8047|Coca-Cola_with_Lime|http://dbpedia.org/resource/Coca-Cola_with_Lime
8048|Coda_(electric_car)|http://dbpedia.org/resource/Coda_(electric_car)
8049|Cola_Couronne|http://dbpedia.org/resource/Cola_Couronne
8050|Cola_Turka|http://dbpedia.org/resource/Cola_Turka
8051|Cole_Cold|http://dbpedia.org/resource/Cole_Cold
8052|ColecoVision|http://dbpedia.org/resource/ColecoVision
8053|Coleco_Gemini|http://dbpedia.org/resource/Coleco_Gemini
8054|Coleco_Sonic|http://dbpedia.org/resource/Coleco_Sonic
8055|Coleco_Telstar_Marksman|http://dbpedia.org/resource/Coleco_Telstar_Marksman
8056|Colin_Braun__2014__1|http://dbpedia.org/resource/Colin_Braun__2014__1
8057|Colin_Braun__2015__1|http://dbpedia.org/resource/Colin_Braun__2015__1
8058|Colin_Braun__2016__1|http://dbpedia.org/resource/Colin_Braun__2016__1
8059|Colorado_Native_Lager|http://dbpedia.org/resource/Colorado_Native_Lager
8060|Colour_Genie|http://dbpedia.org/resource/Colour_Genie
8061|Colyaer_Freedom_S100|http://dbpedia.org/resource/Colyaer_Freedom_S100
8062|Colyaer_Gannet_S100|http://dbpedia.org/resource/Colyaer_Gannet_S100
8063|Colyaer_Martin3_S100|http://dbpedia.org/resource/Colyaer_Martin3_S100
8064|Comac_ARJ21|http://dbpedia.org/resource/Comac_ARJ21
8065|Comac_C919|http://dbpedia.org/resource/Comac_C919
8066|Commer_FC|http://dbpedia.org/resource/Commer_FC
8067|Commer_TS3|http://dbpedia.org/resource/Commer_TS3
8068|Commercial_Titan_III|http://dbpedia.org/resource/Commercial_Titan_III
8069|Commex|http://dbpedia.org/resource/Commex
8070|Commodore_64_Games_System|http://dbpedia.org/resource/Commodore_64_Games_System
8071|Commodore_CDTV|http://dbpedia.org/resource/Commodore_CDTV
8072|Commodore_PET|http://dbpedia.org/resource/Commodore_PET
8073|Compaq_C-Series|http://dbpedia.org/resource/Compaq_C-Series
8074|Compaq_LTE|http://dbpedia.org/resource/Compaq_LTE
8075|Compaq_Presario_F700|http://dbpedia.org/resource/Compaq_Presario_F700
8076|Composite_Corridor|http://dbpedia.org/resource/Composite_Corridor
8077|Concorde|http://dbpedia.org/resource/Concorde
8078|Concordia_(beverage)|http://dbpedia.org/resource/Concordia_(beverage)
8079|Conor_Daly__2013__1|http://dbpedia.org/resource/Conor_Daly__2013__1
8080|Conor_Daly__2015__1|http://dbpedia.org/resource/Conor_Daly__2015__1
8081|Conor_Daly__2016__1|http://dbpedia.org/resource/Conor_Daly__2016__1
8082|Consolidated_Vultee_XP-81|http://dbpedia.org/resource/Consolidated_Vultee_XP-81
8083|Consulier_GTP|http://dbpedia.org/resource/Consulier_GTP
8084|Continental_Mark_II|http://dbpedia.org/resource/Continental_Mark_II
8085|Convair_106_Skycoach|http://dbpedia.org/resource/Convair_106_Skycoach
8086|Convair_880|http://dbpedia.org/resource/Convair_880
8087|Convair_990_Coronado|http://dbpedia.org/resource/Convair_990_Coronado
8088|Convair_B-36_Peacemaker|http://dbpedia.org/resource/Convair_B-36_Peacemaker
8089|Convair_B-58_Hustler|http://dbpedia.org/resource/Convair_B-58_Hustler
8090|Convair_C-131_Samaritan|http://dbpedia.org/resource/Convair_C-131_Samaritan
8091|Convair_CV-240_family|http://dbpedia.org/resource/Convair_CV-240_family
8092|Convair_F-102_Delta_Dagger|http://dbpedia.org/resource/Convair_F-102_Delta_Dagger
8093|Convair_F-106_Delta_Dart|http://dbpedia.org/resource/Convair_F-106_Delta_Dart
8094|Convair_F2Y_Sea_Dart|http://dbpedia.org/resource/Convair_F2Y_Sea_Dart
8095|Convair_Kingfish|http://dbpedia.org/resource/Convair_Kingfish
8096|Convair_Model_116|http://dbpedia.org/resource/Convair_Model_116
8097|Convair_Model_118|http://dbpedia.org/resource/Convair_Model_118
8098|Convair_Model_48_Charger|http://dbpedia.org/resource/Convair_Model_48_Charger
8099|Convair_NB-36H|http://dbpedia.org/resource/Convair_NB-36H
8100|Convair_R3Y_Tradewind|http://dbpedia.org/resource/Convair_R3Y_Tradewind
8101|Convair_X-6|http://dbpedia.org/resource/Convair_X-6
8102|Convair_XB-46|http://dbpedia.org/resource/Convair_XB-46
8103|Convair_XB-53|http://dbpedia.org/resource/Convair_XB-53
8104|Convair_XC-99|http://dbpedia.org/resource/Convair_XC-99
8105|Convair_XF-92|http://dbpedia.org/resource/Convair_XF-92
8106|Convair_XFY_Pogo|http://dbpedia.org/resource/Convair_XFY_Pogo
8107|Convair_XP6Y|http://dbpedia.org/resource/Convair_XP6Y
8108|Convair_YB-60|http://dbpedia.org/resource/Convair_YB-60
8109|Corvair_Monza_GT|http://dbpedia.org/resource/Corvair_Monza_GT
8110|Corvette_Stingray_(concept_car)|http://dbpedia.org/resource/Corvette_Stingray_(concept_car)
8111|Country_Time|http://dbpedia.org/resource/Country_Time
